Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Contactability_Score,Lead_Score
0,6,0,0,0,0.0,0,0.0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.7256918290669446
1,3,0,0,1,3.0,1350,3.0,12,12,11,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,4050.0,1,0.7912687089834008
1,1,0,0,1,2.0,857,2.0,12,12,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,1714.0,1,0.9697395037616497
1,1,0,0,1,2.0,9,2.0,12,12,8,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,18.0,1,0.7514792035078643
1,3,0,0,1,7.0,964,3.5,5,12,10,4,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,6748.0,1,0.9610074703464752
1,3,0,0,1,5.0,1205,5.0,5,12,8,4,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,6025.0,1,0.9547294980158731
0,6,0,0,1,0.0,0,0.0,12,36,8,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9764156706998008
1,3,0,0,1,3.0,924,3.0,5,12,11,4,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,2772.0,1,0.9763423054821672
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.8476471095291918
2,10,0,0,1,6.0,1812,2.0,10,12,11,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,1,10,10872.0,1,0.9293112688278868
1,1,0,0,1,11.0,1505,3.67,12,12,1,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,1,1,17.0,17.0,0,1,12,16555.0,1,0.9623094099084207
1,3,0,0,1,8.0,787,4.0,12,12,13,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,6296.0,1,0.7800722430600878
0,3,0,0,1,2.0,683,2.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1366.0,1,0.9158785869515803
1,1,0,0,1,6.0,1703,6.0,5,12,11,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,8,10218.0,1,0.9306921409688574
1,1,0,0,1,5.0,264,5.0,5,12,5,7,6,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,4,1320.0,1,0.8677413902823017
1,3,0,0,1,6.0,1049,3.0,5,12,2,10,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,6294.0,1,0.9587701549862939
0,3,0,0,1,3.0,1177,3.0,12,12,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,3531.0,1,0.9850680297785372
1,3,0,0,1,5.0,140,5.0,12,12,4,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,700.0,1,0.8071745862795419
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.8476471095291918
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9837196304813622
1,3,0,0,0,5.0,1096,2.5,5,12,5,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,4,5480.0,1,0.8485551721856001
2,10,0,0,1,0.0,0,0.0,5,36,6,7,5,1,0,0,0,0,0,0,0,0,3,1,0,0,2,1,15.0,17.0,0,0,8,0.0,1,0.9170122782527812
0,3,0,0,1,9.0,351,4.5,5,12,10,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,3159.0,1,0.8988691103724696
1,3,0,0,1,6.0,1212,3.0,12,12,8,5,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,12,7272.0,1,0.9557581941595692
2,10,0,0,1,0.0,0,0.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9394404590496481
1,3,0,0,1,4.0,1387,4.0,12,12,13,9,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,5548.0,1,0.9586312923966088
1,3,1,0,1,4.0,1674,4.0,15,12,5,4,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,14,6696.0,0,0.9122818983126681
1,3,0,0,1,4.0,158,4.0,5,12,10,2,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,632.0,1,0.7640406801724885
0,6,1,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,0,0.9133495035728282
1,3,0,0,1,3.0,449,3.0,12,12,13,9,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1347.0,1,0.957548436937131
1,1,0,0,1,4.0,929,4.0,12,12,9,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,3716.0,1,0.9537605435431624
1,1,0,0,1,2.0,688,2.0,12,12,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1376.0,1,0.973671887586821
1,1,0,0,1,7.0,1008,3.5,12,12,1,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,7056.0,1,0.9794157732521229
1,1,0,0,1,3.0,700,3.0,12,12,4,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,2100.0,1,0.9287508853127345
1,1,0,0,1,8.0,489,8.0,12,12,5,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,3912.0,1,0.8458691094419595
1,3,0,0,1,4.0,765,4.0,12,12,5,4,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,3060.0,1,0.9824569155000613
2,10,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.8362855534436189
0,3,0,0,1,6.0,151,1.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,1,2,16.0,15.0,0,0,12,906.0,1,0.7273880614244769
2,10,0,0,1,0.0,0,0.0,14,36,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,13,0.0,1,0.9628947911793216
1,1,0,0,1,3.0,835,3.0,5,12,8,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,2505.0,1,0.9680633496679107
1,3,0,0,1,6.0,1400,2.0,12,12,5,3,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,8400.0,1,0.9521047224081404
1,3,0,0,1,3.0,1160,3.0,12,12,11,4,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,3480.0,1,0.9687487072274104
1,3,0,0,1,4.0,409,4.0,5,12,5,10,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,1636.0,1,0.7553777054746835
0,7,0,0,1,8.0,1138,2.0,12,12,5,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,12,9104.0,1,0.975262252724768
0,3,0,0,1,6.0,1352,2.0,12,12,2,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,8112.0,1,0.9749277438129988
2,10,0,0,1,0.0,0,0.0,5,36,4,7,4,1,0,0,0,0,0,0,0,0,3,1,0,0,2,2,15.0,15.0,0,0,8,0.0,1,0.8747752434602205
0,6,0,0,1,0.0,0,0.0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.7256918290669446
2,0,0,0,1,0.0,0,0.0,5,36,5,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9089970787074705
0,7,0,0,1,2.0,1302,1.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2604.0,1,0.8664045031777011
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,17.0,0,0,12,0.0,1,0.9749152984017967
1,3,0,0,1,3.0,1039,1.5,12,12,13,7,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.0,0.0,0,1,12,3117.0,1,0.752743899348088
2,0,0,0,1,2.0,928,2.0,10,36,8,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,10,1856.0,1,0.8348507867160149
0,6,1,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,0,0.9687637293594183
1,3,0,0,1,3.0,304,3.0,12,12,13,10,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,912.0,1,0.9346082627825417
1,1,0,0,1,10.0,1619,3.33,10,12,8,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,1,10,16190.0,1,0.8923294436921404
1,3,0,0,1,5.0,950,5.0,12,12,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,4750.0,1,0.7606337709069567
2,10,0,0,1,0.0,0,0.0,12,36,1,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.8132225481849187
1,7,1,0,1,19.0,1146,2.71,10,12,15,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,1,2,17.0,13.0,0,1,10,21774.0,0,0.9233174759499169
2,10,0,0,1,3.0,1427,2.0,13,36,16,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,8,4281.0,1,0.9834745376167733
1,7,0,0,1,8.0,1408,4.0,5,12,7,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,4,11264.0,1,0.9204872535578784
2,10,0,0,1,0.0,0,0.0,12,36,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9713694027631695
0,1,0,0,1,12.0,942,12.0,12,12,18,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,2,2,15.0,16.0,0,0,8,11304.0,1,0.8030188193773516
1,3,0,0,1,5.0,1473,5.0,12,12,11,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,7365.0,1,0.9679594881882057
1,3,0,0,1,4.0,888,4.0,12,12,5,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,3552.0,1,0.955282810602
1,1,0,0,1,2.0,1282,2.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,4,2564.0,1,0.9502456066632317
1,3,0,0,1,6.0,842,6.0,12,12,5,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,5052.0,1,0.942204808122296
0,3,0,0,1,2.0,1594,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,3188.0,1,0.8812191895077258
1,1,0,0,1,6.0,1207,6.0,12,12,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,7242.0,1,0.8069014995667976
0,1,0,0,1,8.0,1011,8.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,8088.0,1,0.8213823179521563
1,11,0,0,1,5.0,551,2.5,12,36,13,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,2755.0,1,0.8878628008503893
1,1,0,0,1,12.0,179,6.0,12,12,5,9,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,2148.0,1,0.8257379611436215
1,1,0,0,1,2.0,454,2.0,5,12,11,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,908.0,1,0.7446139767795075
1,1,0,0,1,9.0,1242,9.0,12,12,18,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,11178.0,1,0.9818139680753688
1,1,0,0,1,8.0,718,2.0,12,12,12,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,15.0,19.0,0,1,8,5744.0,1,0.8792863809649997
1,1,0,0,1,10.0,744,2.0,12,12,16,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,7440.0,1,0.7129995443362199
1,3,0,0,1,5.0,1125,5.0,5,12,11,4,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,20.0,0,0,4,5625.0,1,0.9785673639019504
0,6,0,0,1,0.0,0,0.0,12,36,15,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9578628752650685
1,1,0,0,1,2.0,1376,2.0,12,12,7,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,2752.0,1,0.9768196877687668
1,3,0,0,1,5.0,178,5.0,12,12,11,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,890.0,1,0.8275126905504726
1,3,0,0,1,4.0,1107,2.0,12,12,11,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,4428.0,1,0.9510070014768565
2,10,0,0,1,0.0,0,0.0,5,36,11,7,4,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9600612457429046
1,1,0,0,1,2.0,1311,2.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,2622.0,1,0.9475263157645648
1,3,0,0,1,5.0,920,5.0,12,12,10,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,4600.0,1,0.7638629795468431
1,1,0,0,1,20.0,155,4.0,5,12,2,8,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,16.0,0,1,4,3100.0,1,0.884030693098001
2,10,0,1,1,0.0,0,0.0,9,36,6,7,5,1,0,0,0,0,0,0,0,0,3,2,0,0,1,1,16.0,17.0,0,0,8,0.0,0,0.7750166466981177
1,1,0,0,1,4.0,1333,2.0,12,12,12,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,5332.0,1,0.9555926914399753
1,7,0,0,1,5.0,1042,1.67,5,12,12,3,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,5210.0,1,0.9632567120249181
1,1,0,0,1,3.0,399,3.0,5,12,15,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,1197.0,1,0.7428034974568567
0,6,0,0,1,0.0,0,0.0,9,36,1,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,8,0.0,1,0.7221177840636444
1,1,0,0,1,2.0,1412,2.0,5,12,5,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,2824.0,1,0.947791321375024
1,7,0,0,1,14.0,438,7.0,5,12,13,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,4,6132.0,1,0.8378521848812933
1,1,0,0,1,2.0,172,2.0,5,12,2,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,4,344.0,1,0.7474390336360603
1,1,0,0,1,4.0,1246,4.0,12,12,9,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,4984.0,1,0.9520870760418384
2,10,0,0,1,0.0,0,0.0,5,36,11,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9545626660865659
0,7,0,0,1,5.0,1357,2.5,5,12,11,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,6785.0,1,0.9763786564566623
0,6,0,0,1,0.0,0,0.0,5,36,12,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.8246935994854329
0,7,0,0,1,4.0,1966,2.0,9,12,16,7,5,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.0,0.0,0,0,8,7864.0,1,0.8233777189938831
1,1,0,0,1,4.0,646,2.0,3,12,5,7,4,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,2,2584.0,1,0.8837022449585947
2,10,0,0,1,0.0,0,0.0,5,36,2,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9692714863662549
1,1,0,0,1,10.0,1669,2.5,5,12,4,7,5,1,0,0,0,0,0,0,0,0,3,2,0,0,1,2,16.0,15.0,0,1,4,16690.0,1,0.8045673930512832
2,10,1,0,1,0.0,0,0.0,12,36,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,0,0.990287928928296
2,10,0,0,1,0.0,0,0.0,12,36,8,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9719037758258473
1,1,0,0,1,7.0,1029,7.0,5,12,11,9,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,7203.0,1,0.9451852345901112
1,7,0,0,1,13.0,1469,2.17,12,12,6,3,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,19097.0,1,0.936541190867277
2,10,0,0,1,0.0,0,0.0,5,36,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9706241749958368
0,6,0,0,1,0.0,0,0.0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.7256918290669446
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9487689586633777
1,3,0,0,1,7.0,1201,7.0,12,12,11,4,5,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0.0,0.0,0,0,12,8407.0,1,0.8335297969031675
2,10,0,0,1,0.0,0,0.0,5,36,11,7,4,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9600612457429046
2,13,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9813884123209489
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9837196304813622
1,1,0,0,1,3.0,977,3.0,12,12,10,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,2931.0,1,0.9398480663023886
1,1,0,0,1,7.0,899,2.33,10,8,4,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,2,2,15.0,16.0,0,1,8,6293.0,1,0.9099397728657553
1,3,0,0,1,4.0,1175,4.0,5,12,2,9,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,4700.0,1,0.9559462447547865
1,1,0,0,1,8.0,1517,8.0,5,33,18,7,5,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0,1,4,12136.0,1,0.7414190167260677
0,6,0,0,1,0.0,0,0.0,12,36,1,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9525583856237003
0,6,0,0,1,0.0,0,0.0,12,36,11,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9685706999488375
0,6,0,0,1,0.0,0,0.0,12,36,14,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9688615469383309
1,1,0,0,1,2.0,1178,2.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,2356.0,1,0.9341477253978815
1,1,0,0,1,8.0,1499,8.0,12,12,15,4,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,11992.0,1,0.9847771255600921
0,7,0,0,1,2.0,1223,2.0,12,12,5,7,5,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.0,0.0,0,0,12,2446.0,1,0.7606459549634742
0,6,0,0,1,0.0,0,0.0,12,36,12,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9698294936383302
2,10,0,0,1,0.0,0,0.0,12,36,8,7,5,1,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9182776397586835
2,10,0,0,1,0.0,0,0.0,12,36,5,7,4,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9812121891528416
2,10,0,0,1,3.0,1010,2.0,13,36,11,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,8,3030.0,1,0.9791181698682837
2,10,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.7666792669393953
1,3,0,0,1,9.0,1066,3.0,12,12,11,1,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,13.0,18.0,0,0,12,9594.0,1,0.9468368404363998
1,3,0,0,1,3.0,1019,3.0,12,12,11,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,3057.0,1,0.811437465511403
1,1,0,0,1,2.0,1575,2.0,12,12,7,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,3150.0,1,0.9487302569468902
0,3,0,0,0,2.0,1189,2.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2378.0,1,0.7410771650679046
0,6,0,0,1,0.0,0,0.0,12,36,2,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9626996490604794
1,1,0,0,1,3.0,1346,3.0,12,12,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,4038.0,1,0.9829733821856153
1,1,0,0,1,9.0,1324,3.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,11916.0,1,0.9450506653686181
1,3,0,0,1,2.0,1004,2.0,12,12,5,9,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,2008.0,1,0.9352832947010072
1,1,0,0,1,5.0,36,5.0,12,12,5,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,180.0,1,0.7560738326162785
0,3,0,0,1,2.0,1129,1.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2258.0,1,0.83037412937478
2,10,0,0,1,3.0,1620,2.0,13,36,16,7,5,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.0,0.0,0,0,8,4860.0,1,0.9656454472356121
2,10,0,0,1,0.0,0,0.0,5,36,11,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9545626660865659
1,1,0,0,1,7.0,1284,3.5,12,12,8,10,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,8988.0,1,0.9516449616924132
0,7,0,0,1,5.0,1229,2.5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,6145.0,1,0.7960906608957881
0,1,0,0,1,10.0,1398,2.5,12,12,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,13980.0,1,0.8037291432010183
1,3,0,0,1,4.0,952,4.0,5,12,13,5,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,3808.0,1,0.954433367535792
0,6,0,0,0,0.0,0,0.0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.7256918290669446
0,3,0,0,1,2.0,1226,2.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2452.0,1,0.7972657016520482
1,1,0,0,1,10.0,900,5.0,12,12,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,9000.0,1,0.8242673272902659
1,1,0,0,1,4.0,1609,4.0,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,6436.0,1,0.8169391763062133
0,6,0,0,0,0.0,0,0.0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.7256918290669446
1,3,0,0,1,5.0,1063,2.5,5,12,5,5,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,5315.0,1,0.9312302559004997
1,3,0,0,1,4.0,1416,4.0,12,12,8,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,5664.0,1,0.9538703912719676
1,3,0,0,1,4.0,1544,4.0,12,36,13,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,6176.0,1,0.9475165237706006
0,6,0,0,1,0.0,0,0.0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.7256918290669446
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9358703054053155
